,Time,User,Tweet,Location,Retweets
20,2023-02-17 20:21:39+00:00,BalmainLiza,Most of the people on this planet &amp; even the judicial system in the UK recognise that man-made global warming is real &amp; we are facing a climate emergency. And yet our leaders wrecklessly ignore the science &amp; knowingly jeopardise our future by granting more fossil fuel projects🧵,"Cecil Plains, Queensland",0
21,2023-02-17 20:21:30+00:00,Kate69843392,RT @eagleonetowanta: Weather Geo Engineering is already in use by the Globalist to destroy our planet &amp; genocide. They have  been caught us…,,5
22,2023-02-17 20:20:57+00:00,MintTheCoinMTC,RT @CNN: Dangerous climate feedback loops are increasing global warming and risk causing a permanent shift away from the Earth’s current cl…,,28
23,2023-02-17 20:20:37+00:00,RightWingNtjob,RT @MatthewWielicki: Anytime someone talks about a mean global temperature anomaly show them this plot that puts it in context of the natur…,,115
24,2023-02-17 20:19:10+00:00,loril_odonnell,RT @MatthewWielicki: Anytime someone talks about a mean global temperature anomaly show them this plot that puts it in context of the natur…,,115
25,2023-02-17 20:18:41+00:00,gmcinerney,George McInerney finds this interesting 👍 Climate: Lessons from the latest global warming https://t.co/0xKlsxkURG,Brighton 🏴󠁧󠁢󠁥󠁮󠁧󠁿 or Yokohama 🇯🇵,0
26,2023-02-17 20:16:31+00:00,bobhillbrain,"The great cities are in great threat in #ClimateChange age https://t.co/lMI0fsxNyC
This city shouldn’t be here https://t.co/VBVefhjJqc",,0
27,2023-02-17 20:15:49+00:00,Venom6848,RT @MatthewWielicki: Anytime someone talks about a mean global temperature anomaly show them this plot that puts it in context of the natur…,,115
28,2023-02-17 20:14:58+00:00,dines4pack,"RT @BjornLomborg: We need to stop scaring kids about global warming.

Climate change is a problem, but not a meteor hurtling toward Earth t…",,169
29,2023-02-17 20:14:16+00:00,ishgooda_l,RT @cnni: Dangerous climate feedback loops are increasing global warming and risk causing a permanent shift away from the Earth’s current c…,United States,10
30,2023-02-17 20:13:54+00:00,JohnStr36744142,"@JackPosobiec I wonder if those leftist geniuses are aware that China is THE BIGGEST polluter in the world followed by India?  Since they equate ""climate change"" with global warming and pollution shouldn't they be harassing the Chinese?",,0
31,2023-02-17 20:12:56+00:00,kathie_mcnamara,RT @CNN: Dangerous climate feedback loops are increasing global warming and risk causing a permanent shift away from the Earth’s current cl…,Canada,28
32,2023-02-17 20:12:01+00:00,Jonatha12678409,RT @MatthewWielicki: Anytime someone talks about a mean global temperature anomaly show them this plot that puts it in context of the natur…,"Another day in paradise, Fl",115
33,2023-02-17 20:09:40+00:00,PGtwentytwo,RT @MatthewWielicki: Anytime someone talks about a mean global temperature anomaly show them this plot that puts it in context of the natur…,🇺🇸🇺🇸🇺🇸,115
34,2023-02-17 20:08:48+00:00,BekMarkeyTowler,RT @CNN: Dangerous climate feedback loops are increasing global warming and risk causing a permanent shift away from the Earth’s current cl…,"Melbourne, Australia",28
35,2023-02-17 20:07:11+00:00,antoine10370616,"RT @KeepingKen: Britain's coastal towns could be at serious risk if the climate crisis isn't solved over the next 40 years, according to ex…",,2
36,2023-02-17 20:06:42+00:00,ranhaven,RT @CNN: Dangerous climate feedback loops are increasing global warming and risk causing a permanent shift away from the Earth’s current cl…,"Carrboro, NC",28
37,2023-02-17 20:06:39+00:00,lois_rogers,"RT @Carbongate: Whatever It Takes 
Both poles are icebound with heat confined to the tropics. There is no global warming or climate emergen…",,2
38,2023-02-17 20:06:30+00:00,DawnTJ90,RT @BenjaminYumi8: @lyndon_staley @EdBohman @JimBowersclimb @GrahamKirk17 @TheDisproof @johnson_wrjohn1 @Stephen90045069 @brandondaly2018 @…,"Yukon, Canada",4
39,2023-02-17 20:04:56+00:00,MorseBart,RT @BenjaminYumi8: @lyndon_staley @EdBohman @JimBowersclimb @GrahamKirk17 @TheDisproof @johnson_wrjohn1 @Stephen90045069 @brandondaly2018 @…,,4
40,2023-02-17 20:04:48+00:00,xstrangeclouds,RT @fagcfo: If ur telling me global warming is making dudes more HUNG then I'm about to become a very loud climate skeptic,"Dallas, TX",13
41,2023-02-17 20:04:01+00:00,TownyMontana,"Dangerous climate feedback loops are increasing global warming and risk causing a permanent shift away from the Earth’s current climate, according to a new study https://t.co/dDDKijXx1E",Scarface,0
42,2023-02-17 20:02:28+00:00,howlett_mick,RT @MatthewWielicki: Anytime someone talks about a mean global temperature anomaly show them this plot that puts it in context of the natur…,Crawley West Sussex ,115
43,2023-02-17 20:01:46+00:00,Boydist,"@NewshubNZ Is this a legitimate claim?

""We know that once emissions of greenhouse gases go to zero, global warming will stop within a year or two…”
Prof James Renwick
@CubaRaglanGuy

@curryja @tan123 @WeiZhangAtmos @denisrancourt @ProfMickWilson @MatthewWielicki

https://t.co/MG0eu31m9P",,0
44,2023-02-17 20:00:47+00:00,_DaCon,RT @MatthewWielicki: Anytime someone talks about a mean global temperature anomaly show them this plot that puts it in context of the natur…,United States of Europe,115
45,2023-02-17 20:00:44+00:00,AnsumanaCamara7,RT @CNN: Dangerous climate feedback loops are increasing global warming and risk causing a permanent shift away from the Earth’s current cl…,"Gambia USA,Mississippi🇬🇲🇺🇸",28
46,2023-02-17 20:00:22+00:00,JimMcShane23,RT @MatthewWielicki: Anytime someone talks about a mean global temperature anomaly show them this plot that puts it in context of the natur…,"North Carolina, USA",115
47,2023-02-17 20:00:10+00:00,StringwallApp,RT @CNN: Dangerous climate feedback loops are increasing global warming and risk causing a permanent shift away from the Earth’s current cl…,"Dayton, OH",28
48,2023-02-17 20:00:01+00:00,TownyMontana,"Dangerous climate feedback loops are increasing global warming and risk causing a permanent shift away from the Earth’s current climate, according to a new study https://t.co/dDDKijWZc6",Scarface,0
49,2023-02-17 19:59:42+00:00,Oulouloujsuisla,"RT @RealDutchsinse: Irony:  

People like Greta Thunberg (from Sweden) complaining at the rest of the world about Global Warming / Climate…",,283
50,2023-02-17 19:59:33+00:00,siskin2010,"RT @Carbongate: Whatever It Takes 
Both poles are icebound with heat confined to the tropics. There is no global warming or climate emergen…",,2
51,2023-02-17 19:59:11+00:00,SwitzerlandBrit,RT @MatthewWielicki: Anytime someone talks about a mean global temperature anomaly show them this plot that puts it in context of the natur…,,115
52,2023-02-17 19:59:02+00:00,climate_fact,RT @david_hilderman: @at_revenge @TyTalksTechblog @AdamPOlsen The conclusions in the paper are that the increased plant growth along with g…,,1
53,2023-02-17 19:58:37+00:00,JorisPeumans,"RT @BjornLomborg: We need to stop scaring kids about global warming.

Climate change is a problem, but not a meteor hurtling toward Earth t…",Bilzen,169
54,2023-02-17 19:58:19+00:00,Carbongate,"Whatever It Takes 
Both poles are icebound with heat confined to the tropics. There is no global warming or climate emergency.
https://t.co/kzGjEB9dBe https://t.co/N6i5POcglk",scotland,2
55,2023-02-17 19:57:42+00:00,PJMahoney2,RT @MatthewWielicki: Anytime someone talks about a mean global temperature anomaly show them this plot that puts it in context of the natur…,Texas Hill Country,115
56,2023-02-17 19:57:16+00:00,tomas_janos,"RT @Harry_Stevens: For every person that dies from heat exposure, about nine die from cold exposure. As global warming continues, will warm…","Brno, Czech Republic",146
57,2023-02-17 19:56:59+00:00,robbiemc_1,"RT @CodeRedEarth: Climate, ice sheets &amp; sea level: the news is NOT GOOD

Parts of 🌎's ice sheets that could lift global oceans by meters wi…",,71
58,2023-02-17 19:55:40+00:00,PHD2468,RT @CNN: Dangerous climate feedback loops are increasing global warming and risk causing a permanent shift away from the Earth’s current cl…,"Europe,NL",28
59,2023-02-17 19:54:58+00:00,ozkan67676767,"RT @agroglobaltoken: Global warming is having a major impact on our food system. Rising temperatures, droughts and extreme weather events a…",Her yerde,4
60,2023-02-17 19:54:35+00:00,nichols_lindy,"RT @BjornLomborg: We need to stop scaring kids about global warming.

Climate change is a problem, but not a meteor hurtling toward Earth t…",Whitianga nz,169
61,2023-02-17 19:53:46+00:00,StevenD04164437,RT @MatthewWielicki: Anytime someone talks about a mean global temperature anomaly show them this plot that puts it in context of the natur…,,115
62,2023-02-17 19:53:35+00:00,goodday6390,Exxon knowingly sabotaged the world for decades. “Oil company drove some of the leading science of the era only to publicly dismiss global warming.” #climatecrisis  https://t.co/qlc6JC3mdf,"Los Angeles, CA",0
63,2023-02-17 19:52:25+00:00,p4kkWXyEh3ynK0I,"RT @Harry_Stevens: For every person that dies from heat exposure, about nine die from cold exposure. As global warming continues, will warm…",,146
64,2023-02-17 19:51:45+00:00,ukajkiwi,RT @CNN: Dangerous climate feedback loops are increasing global warming and risk causing a permanent shift away from the Earth’s current cl…,New Zealand,28
65,2023-02-17 19:51:39+00:00,trilobiiusgrou,RT @CNN: Dangerous climate feedback loops are increasing global warming and risk causing a permanent shift away from the Earth’s current cl…,,28
66,2023-02-17 19:51:15+00:00,jkfd4sqwtz,"RT @BjornLomborg: We need to stop scaring kids about global warming.

Climate change is a problem, but not a meteor hurtling toward Earth t…",,169
67,2023-02-17 19:50:24+00:00,GideonOparinde,RT @Brian_misiati: Forest loss and damage is the cause of around 10% of global warming. There's simply no way we can fight the climate cris…,Nigeria,13
68,2023-02-17 19:49:48+00:00,scotlandjock1,RT @MatthewWielicki: Anytime someone talks about a mean global temperature anomaly show them this plot that puts it in context of the natur…,hull,115
69,2023-02-17 19:49:05+00:00,giogolija,RT @CNN: Dangerous climate feedback loops are increasing global warming and risk causing a permanent shift away from the Earth’s current cl…,Rustavi ,28
70,2023-02-17 19:48:26+00:00,AidaAlons,"RT @Harry_Stevens: For every person that dies from heat exposure, about nine die from cold exposure. As global warming continues, will warm…",,146
71,2023-02-17 19:47:13+00:00,GShadrake,"@RobertSiegmund @JunkScience @AFP I was stating this 40+ year satellite record is the true gold standard measurement of global temperatures. You need &gt;30 years of data to start inferring climate, rather than weather, issues. The satellite record indicates next to NO warming. That’s the UN’s ‘crisis’ - game’s up!",,0
72,2023-02-17 19:45:58+00:00,nnfarnham,RT @CNN: Dangerous climate feedback loops are increasing global warming and risk causing a permanent shift away from the Earth’s current cl…,"Falls Church, VA",28
73,2023-02-17 19:45:40+00:00,face_victory,"RT @Harry_Stevens: For every person that dies from heat exposure, about nine die from cold exposure. As global warming continues, will warm…",,146
74,2023-02-17 19:45:37+00:00,fba_70,"RT @BjornLomborg: We need to stop scaring kids about global warming.

Climate change is a problem, but not a meteor hurtling toward Earth t…",Austria,169
75,2023-02-17 19:45:18+00:00,face_victory,RT @MatthewWielicki: Anytime someone talks about a mean global temperature anomaly show them this plot that puts it in context of the natur…,,115
76,2023-02-17 19:44:15+00:00,grumpyoldkiwi,@thelifeofagentj @NewshubNZ It’s not global warming silly. This is debunked. It’s climate change now.,Your mums house,0
77,2023-02-17 19:43:46+00:00,mcatatbeta,RT @CNN: Dangerous climate feedback loops are increasing global warming and risk causing a permanent shift away from the Earth’s current cl…,,28
78,2023-02-17 19:43:30+00:00,selfishgits,"RT @EleftheriaElpis: None should believe in global warming, the planet is actually cooling and climate change happens naturally every 12,00…",couch,3
79,2023-02-17 19:43:24+00:00,DennyPaoa,A few more of these to cool the planet down will fix global warming. No need for Green Wash'n Climate Change taxes and marketing fund raising bs. https://t.co/ckYDLfoqp4,Aotearoa (NZ),0
80,2023-02-17 19:42:17+00:00,wilescape,"@StangMerlin @CanadianPolling I can’t help it if your reaction is fear.
Why are you showing U.S. when it’s global warming, and the USA only covers 1.87% of the globe? Oh, bc you follow U.S climate denial sites🙄
Regardless, USA is also warming. Both raw &amp; adjusted (more accurate) data to up. https://t.co/Az86bkM58c",Earthling,0
81,2023-02-17 19:42:10+00:00,Mattielisbon,RT @CNN: Dangerous climate feedback loops are increasing global warming and risk causing a permanent shift away from the Earth’s current cl…,,28
82,2023-02-17 19:41:37+00:00,EdwardBraddoc11,RT @CNN: Dangerous climate feedback loops are increasing global warming and risk causing a permanent shift away from the Earth’s current cl…,"Great Meadows, Pennsylvania.",28
83,2023-02-17 19:41:17+00:00,trickymickyfinn,RT @MatthewWielicki: Anytime someone talks about a mean global temperature anomaly show them this plot that puts it in context of the natur…,"South East, England",115
84,2023-02-17 19:40:49+00:00,kaleek12,"RT @CodeRedEarth: Climate, ice sheets &amp; sea level: the news is NOT GOOD

Parts of 🌎's ice sheets that could lift global oceans by meters wi…",,71
85,2023-02-17 19:40:14+00:00,asgarcia3,RT @CNN: Dangerous climate feedback loops are increasing global warming and risk causing a permanent shift away from the Earth’s current cl…,Texas,28
86,2023-02-17 19:39:53+00:00,Johnbarnes1069,"RT @AppSame: For close to 50 years we've been told that first an ice age was coming, then global warming. Now it's called climate change. W…","Tempe, AZ",1203
87,2023-02-17 19:39:38+00:00,OneSixtyToOne,RT @CNN: Dangerous climate feedback loops are increasing global warming and risk causing a permanent shift away from the Earth’s current cl…,From Parts Unknown,28
88,2023-02-17 19:39:28+00:00,Karrasamelia5,RT @groth1945: 🆘My Friends and Fellow Americans . As promised my KEY FINDINGS  ( in two minutes lol 😂) of the IPCC: GLOBAL WARMING of 1.5C…,"Brooklyn, NY",84
89,2023-02-17 19:38:45+00:00,mleeq1,@andersen_inger @UNEP There is no point pushing the climate agenda until you are willing to take on China and India. The rest of the world going net0 will have no bearing on global warming.,,0
90,2023-02-17 19:38:04+00:00,this_vet,RT @CNN: Dangerous climate feedback loops are increasing global warming and risk causing a permanent shift away from the Earth’s current cl…,"Berlin, Deutschland",28
91,2023-02-17 19:36:58+00:00,vibrotronica,RT @CNN: Dangerous climate feedback loops are increasing global warming and risk causing a permanent shift away from the Earth’s current cl…,Memphis,28
92,2023-02-17 19:35:26+00:00,quokkadragon,RT @CNN: Dangerous climate feedback loops are increasing global warming and risk causing a permanent shift away from the Earth’s current cl…,,28
93,2023-02-17 19:35:07+00:00,AothmanL,RT @CNN: Dangerous climate feedback loops are increasing global warming and risk causing a permanent shift away from the Earth’s current cl…,"Gusau, Nigeria Lome",28
94,2023-02-17 19:34:52+00:00,Cecil_Gericke,RT @MatthewWielicki: Anytime someone talks about a mean global temperature anomaly show them this plot that puts it in context of the natur…,,115
95,2023-02-17 19:34:23+00:00,haiden_miguel,"The conference of parties (cop) of the united nations framework convention on climate change unites around 40,000 people from 196 countries. It is aimed at limiting global warming to below 2 degrees celsius above pre-industrial levels, with",,0
96,2023-02-17 19:34:06+00:00,ThishaanShanthi,RT @CNN: Dangerous climate feedback loops are increasing global warming and risk causing a permanent shift away from the Earth’s current cl…,"Tamil Nadu, India",28
97,2023-02-17 19:34:05+00:00,Nepabum,RT @CNN: Dangerous climate feedback loops are increasing global warming and risk causing a permanent shift away from the Earth’s current cl…,The Gloom,28
98,2023-02-17 19:33:04+00:00,stephenituruka,@mm_305 I hope Global warming will change this. Canada is one of the few countries that stands to benefit from a warmer climate.,World,0
99,2023-02-17 19:32:45+00:00,ClassifiedPower,RT @CNN: Dangerous climate feedback loops are increasing global warming and risk causing a permanent shift away from the Earth’s current cl…,,28
100,2023-02-17 19:32:33+00:00,ikateufel,RT @CNN: Dangerous climate feedback loops are increasing global warming and risk causing a permanent shift away from the Earth’s current cl…,"Goiânia, Brazil",28
101,2023-02-17 19:32:21+00:00,ArthurdonMusota,RT @CNN: Dangerous climate feedback loops are increasing global warming and risk causing a permanent shift away from the Earth’s current cl…,"Kampala, Uganda",28
102,2023-02-17 19:32:13+00:00,ChristMount777,"It's like the people who scream the loudest about ""global warming"" and ""climate change"" actually WANT to destroy the earth. https://t.co/4YsbSrvWbr",Montana,0
103,2023-02-17 19:32:07+00:00,givemepie360,RT @CNN: Dangerous climate feedback loops are increasing global warming and risk causing a permanent shift away from the Earth’s current cl…,,28
104,2023-02-17 19:32:07+00:00,ErinEberle,"RT @ClimateNa: Therein lies the devastating spiral of silence:

1) A majority of Americans (64%) say they are at least “somewhat worried” a…","Portland, OR",19
105,2023-02-17 19:31:52+00:00,Ashik_99B,RT @cnni: Dangerous climate feedback loops are increasing global warming and risk causing a permanent shift away from the Earth’s current c…,,10
106,2023-02-17 19:30:15+00:00,CNN,"Dangerous climate feedback loops are increasing global warming and risk causing a permanent shift away from the Earth’s current climate, according to a new study https://t.co/DCCYooXtbG",,28
107,2023-02-17 19:30:10+00:00,WellsWellskm,"RT @JJKALE2: Remember PM Scott Morrison's address at Cop26 in Glasgow on his views on climate change and global warming. 

It was delivered…","Geelong, Victoria",13
108,2023-02-17 19:29:40+00:00,Beerdri01118796,"RT @Glenntwts: @sophielouisecc Don't forget what else he said:

""It’s unarguable that man-made global warming is real and we are facing a c…",Not Hull.,1
109,2023-02-17 19:28:41+00:00,Package8691,"RT @jetdriverman: @JonathanWNV @CPC_HQ If Canada is responsible for less the two percent of global emissions, how are you going to stop glo…",The Prairies,1
110,2023-02-17 19:28:25+00:00,laprairie_scott,"RT @BjornLomborg: We need to stop scaring kids about global warming.

Climate change is a problem, but not a meteor hurtling toward Earth t…","Vancouver, British Columbia",169
111,2023-02-17 19:27:57+00:00,PeterCracknell1,"@GBNEWS It might seem counterintuitive, but global warming plays a role in blasts of bitter cold weather. The reason: It influences the jet stream. Here’s how.
https://t.co/mNm5huhI2V",,0
112,2023-02-17 19:27:44+00:00,Varyoga,"RT @TheDeliaAspect: Greta Thunberg, Al Gore, Bill Gates, WEF, Klaus Schwab, Paris Accord members, Barack Obama, Hillary Clinton, Democratic…",,1
113,2023-02-17 19:27:00+00:00,ALNAZARIO2,RT @ALNAZARIO2: Climate Change Activists Begin Untested Procedure Pumping Chemicals Into the Atmosphere to Stop Global Warming via @WestJou…,NYC,1
114,2023-02-17 19:26:54+00:00,ALNAZARIO2,Climate Change Activists Begin Untested Procedure Pumping Chemicals Into the Atmosphere to Stop Global Warming via @WestJournalism https://t.co/BUcjXTrE3x,NYC,1
115,2023-02-17 19:26:05+00:00,stylistMae14,RT @cnni: Dangerous climate feedback loops are increasing global warming and risk causing a permanent shift away from the Earth’s current c…,United States,10
116,2023-02-17 19:25:38+00:00,StatisticsBC,"@BrentToderian @VICE It’s understandable that people are concerned when they see these barriers being installed all over the UK and articles like this about potential climate lockdowns from an environmental publication. 2/2

https://t.co/OYof5IUB9a",British Columbia,0
117,2023-02-17 19:25:38+00:00,TR61491,"RT @BjornLomborg: We need to stop scaring kids about global warming.

Climate change is a problem, but not a meteor hurtling toward Earth t…",The Universe,169
118,2023-02-17 19:25:29+00:00,BearGund,RT @MatthewWielicki: Anytime someone talks about a mean global temperature anomaly show them this plot that puts it in context of the natur…,"Bristol, England",115
119,2023-02-17 19:25:08+00:00,patriotaenchile,"RT @JunkScience: No one has died because average global temperature has increased slightly since industrialization.

In fact, emissions and…",,33
120,2023-02-17 19:21:34+00:00,TheDeliaAspect,"Greta Thunberg, Al Gore, Bill Gates, WEF, Klaus Schwab, Paris Accord members, Barack Obama, Hillary Clinton, Democratic Party &amp; Climate Crisis/Global Warming/Environmental Activists are silent on Ohio Chernobyl Nuke like explosion? 😡 https://t.co/4IHgkYgyQr",United States of America,1
121,2023-02-17 19:21:34+00:00,elainecoulson58,RT @MatthewWielicki: Anytime someone talks about a mean global temperature anomaly show them this plot that puts it in context of the natur…,Anwick Lincolnshire UK,115
122,2023-02-17 19:21:28+00:00,corruptasfack,RT @MatthewWielicki: Anytime someone talks about a mean global temperature anomaly show them this plot that puts it in context of the natur…,,115
123,2023-02-17 19:21:14+00:00,Farview3000,"RT @BjornLomborg: We need to stop scaring kids about global warming.

Climate change is a problem, but not a meteor hurtling toward Earth t…",Colorado,169
124,2023-02-17 19:20:55+00:00,husseindgcomm,"2.President @WilliamsRuto  said Kenya will be hosting a climate summit in September this year, to underline the Government ’s commitment to protecting the country from the adverse effects of global warming.","Nairobi, Kenya",0
125,2023-02-17 19:20:36+00:00,ObiWan0001,"Raymond Pierrehumbert, a professor of physics at Oxford University, told CNN.

Soros also called on the World Bank—whose former president, David Malpass, 😡was accused of denying climate change—to increase international funding to combat rising global warming. https://t.co/Kx7J2FSoeM",,0
126,2023-02-17 19:18:15+00:00,groth1945,RT @groth1945: 🆘My Friends and Fellow Americans . As promised my KEY FINDINGS  ( in two minutes lol 😂) of the IPCC: GLOBAL WARMING of 1.5C…,"Nashua, NH",84
127,2023-02-17 19:17:20+00:00,27Legin,RT @MatthewWielicki: Anytime someone talks about a mean global temperature anomaly show them this plot that puts it in context of the natur…,England,115
128,2023-02-17 19:17:00+00:00,llehman1patriot,RT @eagleonetowanta: Weather Geo Engineering is already in use by the Globalist to destroy our planet &amp; genocide. They have  been caught us…,North GA Mountains,5
129,2023-02-17 19:16:12+00:00,Paul_Hatchwell,RT @bberwyn: Climate scientists say some dangerous global warming accelerators may be underestimated. Different climate feedback loops that…,,17
130,2023-02-17 19:15:38+00:00,ShandlerKevin,"RT @BjornLomborg: We need to stop scaring kids about global warming.

Climate change is a problem, but not a meteor hurtling toward Earth t…",,169
131,2023-02-17 19:15:36+00:00,tarikmuka,RT @MatthewWielicki: Anytime someone talks about a mean global temperature anomaly show them this plot that puts it in context of the natur…,,115
132,2023-02-17 19:15:35+00:00,MakokhaDr,"RT @StateHouseKenya: He said Kenya will be hosting a climate summit in September this year, to underline the Government ’s commitment to pr…","Mombasa, Kenya",10
133,2023-02-17 19:15:23+00:00,Elliza_Lou,"RT @JunkScience: No one has died because average global temperature has increased slightly since industrialization.

In fact, emissions and…",,33
134,2023-02-17 19:13:57+00:00,BillSparow1,"@GuardianAus How good is Global Warming 
The world has warmed 1 degree C in the last 170 years. 
Climate death rate has fallen 98% over the last century. 
“IF” we get another 1.5 degrees C of warming
It’ll be a little warmer &amp; lot greener https://t.co/NxFpVpipO4",NSW,0
135,2023-02-17 19:13:39+00:00,allohio1974,RT @MatthewWielicki: Anytime someone talks about a mean global temperature anomaly show them this plot that puts it in context of the natur…,"Ohio, USA",115
136,2023-02-17 19:11:48+00:00,1974smilez,@SaltyGoat17 Global Warming / climate change = perpetual lies for monetary and political gains,Sweet Home Alabama,0
137,2023-02-17 19:11:25+00:00,Grease_Nipple,"@Advark50 @NewshubNZ You need to Google ""Climate change explained simply for mongs"".
Global warming is real and humans caused it.",New Zealand,0
138,2023-02-17 19:10:23+00:00,D_A_Nygaard,"RT @BjornLomborg: We need to stop scaring kids about global warming.

Climate change is a problem, but not a meteor hurtling toward Earth t…","Fort Collins, Colorado",169
139,2023-02-17 19:07:48+00:00,duanekloeppleGK,"RT @DawnTJ90: Thread on AGW

Fact: Climate Change is real

Fact: Climate is always undergoing change. A stable climate is impossible.

Fact…",,819
140,2023-02-17 19:07:46+00:00,Babouc,"@GeoRebekah Totally understandable. I would never move there. Anyway, with global warming, New York is the new climate capital of the US of A. / s 
Stay safe, and ... Your kids always come first!
If you come to the Apple, we’d love to meet up. And my wife is even nicer than I am!",United Federation of Planets,0
141,2023-02-17 19:07:40+00:00,ClintelOrg,RT @MatthewWielicki: Anytime someone talks about a mean global temperature anomaly show them this plot that puts it in context of the natur…,"Amsterdam, The Netherlands",115
142,2023-02-17 19:07:34+00:00,CornubiaGeol,Climate lessons from the last global warming https://t.co/LR644oD4AQ via @physorg_com,South West England,0
143,2023-02-17 19:06:52+00:00,MichielvanWeele,Acceleration of global sea level rise imminent past 1.8℃ planetary warming – IBS Center for Climate Physics https://t.co/f94ogxG2hJ,RT /= instemming     Bilthoven,0
144,2023-02-17 19:06:06+00:00,Neets2245,RT @MatthewWielicki: Anytime someone talks about a mean global temperature anomaly show them this plot that puts it in context of the natur…,"Stedham, West Sussex",115
145,2023-02-17 19:05:42+00:00,BDiler61,"RT @agroglobaltoken: Global warming is having a major impact on our food system. Rising temperatures, droughts and extreme weather events a…",Ankara,4
146,2023-02-17 19:05:10+00:00,irishenviro,RT @bberwyn: Climate scientists say some dangerous global warming accelerators may be underestimated. Different climate feedback loops that…,"Ireland, Northern Ireland, EU",17
147,2023-02-17 19:03:59+00:00,davkerja,"RT @BjornLomborg: We need to stop scaring kids about global warming.

Climate change is a problem, but not a meteor hurtling toward Earth t…",Mariager,169
148,2023-02-17 19:03:07+00:00,elizabarclay,"RT @Harry_Stevens: For every person that dies from heat exposure, about nine die from cold exposure. As global warming continues, will warm…","Washington, DC area",146
149,2023-02-17 19:03:03+00:00,climate_fact,"RT @stryfe65: @s_guilbeault #ClimateScam bud in the 70s we were head for a new ice age, by the mid 80s it was global warming and now it’s c…",,1
